"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CAPG",388.945313187198,1.58651983085101,0.23068384624799,6.8774639258679,6.09274444376128e-12,2.61751246401278e-10
"FAP",699.644888653861,-1.67542844985972,0.24405367175393,-6.86499997241997,6.64912659820986e-12,2.84915933793576e-10
"COL4A2-AS1",231.189671128983,2.07437028406048,0.302533044809687,6.85667341022332,7.04825112574006e-12,3.01240073242648e-10
"BEST1",2612.62877368435,1.51716528334114,0.221515504669967,6.84902524363496,7.43548769244518e-12,3.1697350232344e-10
"RPL15",4133.50882916467,-1.22093324394702,0.178597624198036,-6.83622332284332,8.13081614246351e-12,3.45726472026852e-10
"RPS6KA2",243.255242355562,1.7938211645644,0.262523236824952,6.83299957085516,8.31572048755262e-12,3.52684380677967e-10
"PFKP",1416.88748778597,-1.28750735835141,0.188576592550638,-6.82750356731405,8.64049793498902e-12,3.65523921571232e-10
"TMIE",53.4448341072891,-3.78123906274703,0.553921886104006,-6.82630377604731,8.71303322663923e-12,3.67654529255365e-10
"WSB1",1000.55691400481,-1.30383015367753,0.191256571662659,-6.81717831885662,9.28459941900165e-12,3.90777949658133e-10
"IMPAD1",1593.3682940295,-1.30624393251488,0.191731382319667,-6.81288538533054,9.56603551002513e-12,4.01603966741131e-10
"S100A13",856.611973090969,-1.54613616502204,0.227207757433882,-6.80494443712804,1.01088244214719e-11,4.23319786316334e-10
"MDK",195.625344185823,2.37546931319797,0.349344032694705,6.79979931208361,1.04764988389545e-11,4.3761153714454e-10
"CDO1",390.452676561494,1.66978881420195,0.245775686714995,6.79395442454104,1.0910086447617e-11,4.5457779789154e-10
"TPT1",7497.1540266171,-1.16879866874999,0.172282197856569,-6.78421034379333,1.1672316436461e-11,4.85117853297828e-10
"LPL",70.6292873691733,-2.97666272113951,0.43921666584735,-6.777208044683,1.22520401319049e-11,5.07938953768448e-10
"CLEC3B",83.0755769110054,3.28645878614888,0.485523337836251,6.76889972126794,1.29765440779738e-11,5.36633492381643e-10
"RGS16",86.402513844343,-3.10692884379287,0.459201176693718,-6.76594268804574,1.32443969058608e-11,5.46347845497238e-10
"SERINC5",565.192537244862,-1.48671715833498,0.219845404572083,-6.76255735810714,1.35576975705844e-11,5.57884116161293e-10
"SCARB2",2785.07498851739,1.21673281355626,0.180083931098392,6.75647630599242,1.41388089532373e-11,5.80356111068155e-10
"IGFBP7",3922.8369838241,1.34519431116231,0.19912002275194,6.75569584902133,1.42151343458479e-11,5.8204832804246e-10
"FAT1",3979.07528715625,-1.29241910069417,0.191439945427341,-6.75104194064185,1.46787156035706e-11,5.99549608014807e-10
"IFITM5",46.8676646073023,-5.76536385784771,0.854121337352713,-6.75005248752716,1.47791680894833e-11,6.0216939662875e-10
"MGST1",352.375986725563,1.5681278005979,0.232428360472996,6.74671454639499,1.5123038400816e-11,6.1466996519787e-10
"SMOC2",612.509705370533,-1.48074377175934,0.219614523490921,-6.74246742984899,1.55719157540224e-11,6.31366941195485e-10
"NTRK2",661.903488745253,-1.60933599262608,0.239424566987154,-6.72168279503424,1.7963768946244e-11,7.26568732769668e-10
"NFKBIA",366.677464921553,1.56080975657015,0.232315050121959,6.71850470191563,1.83598820246878e-11,7.39946469094583e-10
"ZBED3",109.477793929837,2.65469744669802,0.395143328008775,6.71831525050845,1.83837632073188e-11,7.39946469094583e-10
"RAP2A",846.74752789537,1.52469802761333,0.22800051767332,6.68725686753886,2.2739255344479e-11,9.1303891374696e-10
"COL28A1",57.0154232823613,3.84787575113216,0.576359412339985,6.67617404825577,2.45260676739071e-11,9.82405266271502e-10
"ANKRD28",1126.26977234579,1.49191013853011,0.223769853258195,6.66716323404244,2.6079498450609e-11,1.04211162122036e-09
"JADE2",500.185096760445,1.59283618060485,0.239290000824047,6.65650957047756,2.80406882542022e-11,1.11778541663326e-09
"OAF",254.753681094153,-1.82812201516049,0.274809216287502,-6.65233153333523,2.88485947713636e-11,1.14723320645929e-09
"KIF26B",541.703682365137,-1.47205187768984,0.221358965010656,-6.65006668069205,2.92960264813715e-11,1.1622392515325e-09
"FER1L4",263.477547680429,-1.92520885469967,0.290370535171436,-6.63017979273625,3.3527823688404e-11,1.3269496425413e-09
"ANGPTL4",824.353259712167,-1.30498490877545,0.197004914275414,-6.62412363455598,3.49314313038268e-11,1.37920934597943e-09
"PGAM2",147.37519835702,-2.00676335445657,0.303728382841069,-6.6070985387844,3.91925186570011e-11,1.54377562206425e-09
"PFKFB4",344.271262109781,-1.53603569856541,0.233062158504595,-6.59066966692975,4.37847106450163e-11,1.72057311996755e-09
"GALNT18",181.674109278573,-1.9539678348142,0.296572494461745,-6.58849984844512,4.4429270676566e-11,1.74177445775294e-09
"BGN",7515.57870435576,-1.60020333186349,0.243590898711468,-6.56922463165966,5.05779351967753e-11,1.97814598907577e-09
"AC037198.2",678.353053394908,1.31379579488072,0.200280268017469,6.55978648264105,5.38848775034246e-11,2.09940800141815e-09
"ATP1A2",55.110325567575,5.56186107473857,0.84788898066235,6.55965722115386,5.39316051742224e-11,2.09940800141815e-09
"NEXN",159.45544517108,1.98855450041555,0.303222420934137,6.55807210525335,5.4507853595794e-11,2.11687057653174e-09
"COL15A1",252.821399544639,-5.00993035099711,0.765111206651503,-6.54797669599298,5.83218172623643e-11,2.25969788706025e-09
"NRP1",309.47014782022,1.57157010856338,0.240078502394311,6.5460676107609,5.90718454380817e-11,2.2834228738921e-09
"SHC3",74.4751464621285,2.99443835899954,0.457526035333024,6.54484800372058,5.95559263722802e-11,2.2967812256547e-09
"CAMK2A",41.4228511420154,-4.36481926930013,0.667172426217336,-6.54226568392121,6.05937295617302e-11,2.33138240677998e-09
"MATN4",4637.70626862058,-3.4965031412026,0.534624718349123,-6.54010752065396,6.1474620927633e-11,2.35980008991421e-09
"FBLN5",386.166385084869,1.75826791122318,0.269724665289887,6.51875092451586,7.08952627031384e-11,2.71514120417123e-09
"ALOX15B",662.976437586937,1.43306927514441,0.219850035335119,6.51839456363958,7.10638617359183e-11,2.71532723310307e-09
"IFITM10",598.351670523655,-1.33249235271051,0.204464870062678,-6.51697454091764,7.17395961766904e-11,2.73484534114496e-09
"PI15",47.2025224408386,-6.19076060979523,0.95115424984618,-6.50868206791527,7.58129843337359e-11,2.88350164955583e-09
"RNF144A",641.260771342933,-1.57637544164417,0.242648255242374,-6.49654554519495,8.21852430683488e-11,3.11871369748839e-09
"ABCA9",52.5841898438409,3.8499704056559,0.593341030043383,6.48862999643628,8.66203998300068e-11,3.2720817985935e-09
"DBNDD1",115.270416408346,-2.65671311252025,0.409441419738623,-6.4886281271109,8.66214743763218e-11,3.2720817985935e-09
"RPSA",3465.77803362958,-1.26003003831067,0.194428008743599,-6.48070227357175,9.12966679438241e-11,3.44084691934645e-09
"SCPEP1",672.131971212467,1.7742201175861,0.273819394140237,6.47952685439598,9.20106905129068e-11,3.4598940607155e-09
"COL9A3",4711.94862961751,-3.65736743107311,0.564516911978649,-6.47875617801055,9.2481807600553e-11,3.46974166389133e-09
"PAPPA2",94.9036886680564,-2.5487293845768,0.393510385779944,-6.47690499839077,9.36230971840121e-11,3.50463164921551e-09
"SYNPO2",103.952332168545,2.68974282749184,0.416696395393939,6.45492223408604,1.08274487918685e-10,4.04395457917917e-09
"PITPNC1",166.360692182073,-1.94946301566564,0.302098768752607,-6.45306508104997,1.09610257979373e-10,4.08464473724032e-09
"PLEKHF1",117.186645508828,2.32511290075248,0.360368474311295,6.45204302400768,1.10352237717833e-10,4.10307434545924e-09
"PDGFA",162.924002941731,-2.03161168897056,0.31498878983122,-6.44979045146067,1.12004908457905e-10,4.15520670460276e-09
"MYO10",1043.00894113307,-1.29280924885298,0.200714534841687,-6.44103452633699,1.18661872594759e-10,4.39234337776538e-09
"LOXL4",268.358268655728,-1.71178153170368,0.26623492075518,-6.42959055426758,1.27948118691657e-10,4.72553151951838e-09
"GAS5",1204.67822368308,-1.34302571508865,0.209004704999645,-6.42581570156964,1.31164239874375e-10,4.83354797741502e-09
"DPYSL4",121.564994835661,-2.17019793846034,0.337848820149372,-6.42357708249754,1.33108691933318e-10,4.89432691425769e-09
"MFGE8",6993.42362836281,1.07157753459696,0.167055316930969,6.41450720805108,1.41279106693165e-10,5.18325536790432e-09
"ZNF469",152.552544171376,-2.27978865997039,0.356500420822432,-6.39491155357126,1.60640313260809e-10,5.88057023135539e-09
"AC004551.1",76.2134556800354,9.4987256458532,1.48836502412771,6.38198660400539,1.74805258764557e-10,6.38501234822168e-09
"GRN",1545.83214252543,1.22107108308129,0.191560258095171,6.37434452857458,1.83747106641313e-10,6.69687531743492e-09
"PTK2B",261.001176639376,1.94061894900534,0.30492579856109,6.36423339108367,1.96267510721746e-10,7.1375090576726e-09
"IGFBP7-AS1",1422.8685303181,1.32693315437098,0.209238033995283,6.34173973552483,2.27184884187841e-10,8.24377885008089e-09
"LRRK2",328.955858858995,1.76445293437643,0.279158393270942,6.32061573969554,2.60523117906825e-10,9.43287088263947e-09
"CP",218.844857512292,2.11848996816146,0.335486148613303,6.3146868415224,2.70709084540764e-10,9.7803240717636e-09
"DCLK1",145.935004706577,1.9968516519714,0.316242107244486,6.31431300964496,2.71364209651626e-10,9.78267975794112e-09
"ANTXR2",854.932271141687,1.61071323032392,0.255378173802256,6.30716872292744,2.84185984542754e-10,1.02226815220662e-08
"SMIM14",678.010131828021,1.28028094096641,0.203048026772336,6.30531092233613,2.87615925404564e-10,1.03236685952032e-08
"GPT2",407.289035841,-1.48773371048038,0.236458978123204,-6.29172012113327,3.13967193017019e-10,1.1245179183156e-08
"GBP3",79.4764355696646,2.65977131094457,0.422865878545471,6.28986978115463,3.1773238489258e-10,1.13555089195553e-08
"PTGDS",172.510063208514,2.24025257161381,0.356373628851501,6.286246765322,3.25232841657666e-10,1.15985725015249e-08
"KCTD11",501.037731102399,-1.40660031663371,0.224020527626661,-6.27889029427637,3.40998087776827e-10,1.21347023382041e-08
"CASP1",53.0791338665959,5.49484864455908,0.875986613170756,6.27275412882134,3.54716824168292e-10,1.25958653001773e-08
"AC109446.3",382.292337152841,-1.46401115856995,0.233714667891568,-6.26409618094307,3.74993978524263e-10,1.328744689288e-08
"TXNRD1",967.941673110075,1.3125200669456,0.209596066572648,6.26214073769686,3.79727981071154e-10,1.34087485795245e-08
"ITGA2",105.687724162469,2.22726113103912,0.355678028110092,6.26201495457492,3.80034483047489e-10,1.34087485795245e-08
"LAP3",605.289883529631,1.48622111603335,0.237826303674527,6.24918729791678,4.1259390227124e-10,1.45266341430233e-08
"ACSL5",60.6557294312011,3.43666753476315,0.550386858467605,6.24409446172382,4.26262339411105e-10,1.49760770645219e-08
"GARS",1215.04759515953,-1.2589921059261,0.20164871704627,-6.24349177305806,4.27908827005645e-10,1.50021397002846e-08
"IL17B",38.5913099593713,-4.10154887516939,0.657477484975185,-6.23831076941623,4.42321262066873e-10,1.54747120018037e-08
"BEX3",1020.25018863197,1.32335350811144,0.212184407951999,6.2368084482947,4.46588276721203e-10,1.55911018797215e-08
"CALU",5071.40022553614,-1.16278295206292,0.186660187396925,-6.22941061122107,4.68193200946686e-10,1.63110248976867e-08
"MELTF",1190.17687172646,-3.32833511508158,0.534393534019087,-6.22824735555782,4.71681952822289e-10,1.6398117030717e-08
"CPED1",136.547211249255,2.1678143509923,0.348310247222931,6.22380296955439,4.85246405935944e-10,1.6834395710535e-08
"SQSTM1",1882.95608099773,1.12313254178403,0.180524722842511,6.22148880274887,4.924593103443e-10,1.7048961886095e-08
"AC009139.1",35.7735377895902,-4.75133024139826,0.764100833573602,-6.21819795585995,5.0289686788343e-10,1.73740390835644e-08
"SLC9A9",143.503468257516,2.01667255807062,0.324488960754491,6.2149188477214,5.13511820648645e-10,1.7703880502737e-08
"ACO1",763.11388108959,-1.22992613425794,0.198425704371346,-6.19842140994083,5.70322708651383e-10,1.96217043103027e-08
"AL138767.1",280.78959952089,-1.85325337614213,0.299008393406477,-6.19799783888606,5.71859258416746e-10,1.96338345389749e-08
"TRPS1",2396.09048712523,-1.44050498041734,0.232444949241207,-6.19718770022634,5.7480938352075e-10,1.9694347121745e-08
"ABCC3",261.209249164791,1.6476920322581,0.265930656083219,6.1959461783243,5.79359232026917e-10,1.98093075148502e-08
"LSAMP",215.475643227809,-1.64468570520585,0.265608177508702,-6.19215010860108,5.93489892893782e-10,2.02507055429169e-08
"APLP2",2591.84304628883,1.13011986717863,0.182529106153964,6.19145018014482,5.96131806691862e-10,2.02990836763268e-08
"CDH15",75.8914174321854,-2.70819194452908,0.438362256658566,-6.17797701191792,6.49281655031031e-10,2.20636018143024e-08
"DMP1",36.451053236761,-5.07318839458847,0.821678974101032,-6.1741733140231,6.65105506531435e-10,2.25551014617808e-08
"NFATC2",112.018313148663,-2.19663113769905,0.356098420506621,-6.16860679857526,6.88943102978363e-10,2.33158030136534e-08
"VEGFC",144.003073830834,2.00282650957146,0.325454469176229,6.15393764492125,7.55824112058198e-10,2.55271512225277e-08
"RCOR2",154.437758730059,-1.85954093180018,0.302346164059109,-6.15037051185023,7.73021479746386e-10,2.60549089403137e-08
"STC2",4178.1475010691,-1.30138554395804,0.211629647416468,-6.14935364607508,7.77993366530756e-10,2.61692981687212e-08
"ALPL",457.43174148833,-8.55756588628931,1.39249092592599,-6.14550926470033,7.97073603581137e-10,2.67568250368138e-08
"PYCR1",951.203706179942,-1.49652904221288,0.243545824043398,-6.14475344872352,8.00878155846699e-10,2.68302271886986e-08
"PML",345.058928040238,1.58172936261189,0.257535269491358,6.14179706622659,8.15930576378553e-10,2.72793886050112e-08
"PARP2",3605.86563634748,-4.5489352844531,0.741286766172659,-6.13653918029553,8.43385709650293e-10,2.81405738895992e-08
"PGF",584.98839522585,-1.38559767455055,0.225875747665538,-6.13433575260259,8.55157424824565e-10,2.84147522384946e-08
"LBH",523.499477803054,1.29445052657494,0.211025342357548,6.13409987688451,8.56427035424099e-10,2.84147522384946e-08
"JUN",1543.99570588032,1.1258673499857,0.183544146899367,6.13404115034509,8.56743419118814e-10,2.84147522384946e-08
"RAB31",3595.61045943062,1.11034792560049,0.181077224346306,6.13190272608211,8.68341948296952e-10,2.87419451668829e-08
"EDNRA",306.317323059939,-1.5258005200537,0.248901459310792,-6.13013890829987,8.78023786217285e-10,2.90045188184088e-08
"GAN",254.853683361906,-1.61359795728764,0.263445789845394,-6.12497151020935,9.0699834076239e-10,2.99020944033056e-08
"KANK4",275.128679832684,-1.94102286830114,0.317073138655887,-6.12168812700244,9.25891146488368e-10,3.04643906393187e-08
"GLRX",285.519544603515,1.55337899995781,0.254301248994665,6.10842064716088,1.0062186629901e-09,3.30418298779503e-08
"SLC7A1",510.657242059955,-1.41116382898713,0.231134698321145,-6.10537422220534,1.02560094087752e-09,3.36117399260314e-08
"RPS2P5",202.167298805492,-1.75397419433878,0.287417092929237,-6.10253961051165,1.04396226612784e-09,3.4146008400785e-08
"INHBA",1016.98740726493,-1.17745168224332,0.193354211713068,-6.08960969513621,1.13186289283544e-09,3.69481936060829e-08
"PRKD1",278.056046595484,1.72560027175966,0.283616587275154,6.08427133383969,1.17022282994399e-09,3.81253540058177e-08
"HSPG2",7888.12024092822,-1.48038391293335,0.243437320469113,-6.08117075097851,1.1930815205556e-09,3.87938644223011e-08
"SLC27A2",35.6712920271864,-5.35078168875785,0.880799659973199,-6.07491343595735,1.24054622918127e-09,4.02582742045263e-08
"GPR153",681.880320387304,-1.24753040949184,0.205430496603615,-6.07276149411734,1.25729125502655e-09,4.07219939103619e-08
"LTBP2",2054.02907893588,1.59012551621001,0.262017573886021,6.06877429107761,1.2889013592672e-09,4.16644273698401e-08
"TNNT3",52.530267445512,-3.06134543202482,0.504685736178965,-6.06584496562678,1.3126170384993e-09,4.23484987343072e-08
"SLC16A1",1104.51401289813,-1.57599166756447,0.260261142547977,-6.05542437928071,1.4004795422179e-09,4.50954412594162e-08
"AC138028.4",359.462318611295,-1.39566199706469,0.230572792517322,-6.05302118184582,1.42154166799797e-09,4.56849331015703e-08
"CNTNAP2",116.901058881459,2.23770416546192,0.370491923680741,6.03981901475994,1.54287186138173e-09,4.94882864164278e-08
"REV3L",597.094091791055,1.28803315296079,0.213469068049446,6.03381634974132,1.60132044011281e-09,5.12638935490168e-08
"IRF2",128.673489335096,2.03217212374717,0.337542693604282,6.02048914775084,1.73890765231124e-09,5.55612824629622e-08
"ZBTB16",600.575342846464,1.66403969120198,0.276936720227134,6.00873618289834,1.86975085857733e-09,5.96270740149765e-08
"SORCS2",576.957401570317,-1.26194234050332,0.210293910966097,-6.00085059384704,1.96286540513736e-09,6.2476385822251e-08
"NOTUM",92.5100812404575,-2.30007475805765,0.383822599248164,-5.99254645912736,2.06580392071034e-09,6.56268705309189e-08
"AC138028.2",302.199657017042,-1.43391152902156,0.239483986681057,-5.98750483860633,2.13084605960031e-09,6.75637097635793e-08
"RPS3",4857.23290749261,-1.22420536928958,0.204647848232507,-5.98200948538057,2.20401434131361e-09,6.97503240877933e-08
"NUDT4",531.804526663724,1.39190738322252,0.23291897425628,5.97592955948281,2.28781846681306e-09,7.22645593050686e-08
"KDM7A",415.925659322237,-1.46677736062867,0.24572391106365,-5.96920891532096,2.38406684215284e-09,7.50497812722901e-08
"AC005005.3",119.747094649556,-1.97778317732275,0.331348729346409,-5.96888716375635,2.38877234110587e-09,7.50497812722901e-08
"FPR1",97.6885183031656,2.19971775630882,0.368534006865832,5.96883249667009,2.38957272578961e-09,7.50497812722901e-08
"FAM129A",274.747172725159,-1.57507186440791,0.264144725898872,-5.96291241117161,2.4778125886738e-09,7.76740381058178e-08
"SEMA3F",138.388883051105,-1.88363775686213,0.315929692358457,-5.96220552364206,2.48855862289434e-09,7.78637125348243e-08
"NEDD9",527.936292806546,1.25194422563982,0.210001127871389,5.96160715101752,2.49769048666698e-09,7.80022624112967e-08
"AEBP1",4723.62870346446,-1.448290539016,0.243083004378591,-5.95800822323368,2.55330672656258e-09,7.95892583582466e-08
"STK38L",1473.45224439953,-1.32966890962925,0.223187949658899,-5.95761962803728,2.55938356284159e-09,7.96290011681089e-08
"ADARB1",349.398165368497,1.51588991109005,0.254702366488901,5.9516129825834,2.65512632600261e-09,8.24531083597402e-08
"CPT1A",181.947821443839,1.67152700678885,0.281052667749601,5.94737997035515,2.72468425061687e-09,8.44236136261885e-08
"FZD9",85.1006774122007,-2.35154925693456,0.395408749896348,-5.947135103993,2.72876179844643e-09,8.44236136261885e-08
"PAMR1",331.397836271672,-1.42575244442779,0.239791761838078,-5.94579410693241,2.75119786592394e-09,8.49592443400682e-08
"PLA2G16",68.6907242154604,2.6011561938676,0.437638884801881,5.94361306593024,2.78807284370333e-09,8.59379404593537e-08
"ATP2B4",2026.65218443639,1.43533428792406,0.241559377454988,5.94195225640335,2.81647459190395e-09,8.66523156911748e-08
"FAM20A",183.65320634804,1.72048628344886,0.290770165590979,5.91699729562022,3.27872082327026e-09,1.00687087800538e-07
"OLFML1",75.8987853659744,2.98330232624298,0.504263055173182,5.91616279566308,3.29539053102724e-09,1.01011943024075e-07
"ADAMTS6",540.561391235008,-1.27190966997802,0.215012851168095,-5.91550534336968,3.30858167446146e-09,1.01229169571207e-07
"PRSS53",83.406759311637,-2.33432313747104,0.395317475260036,-5.9049328288246,3.5279046354334e-09,1.07740778212508e-07
"SNAI2",1118.46802581059,1.14141985888537,0.193381673710416,5.90242000177646,3.5820782631215e-09,1.09159960739726e-07
"DKK3",1186.27379379658,1.10838833560383,0.187793401070082,5.90216870927322,3.58754016783157e-09,1.09159960739726e-07
"TNFSF13B",40.5782950374107,4.76865064642279,0.809213050392338,5.89294827129982,3.7936519413738e-09,1.15120349319891e-07
"PFKFB3",618.852762770796,-1.28811639248497,0.21859408233928,-5.89273222175194,3.79861709359112e-09,1.15120349319891e-07
"TMTC1",491.887892826755,1.30749331054799,0.221891580550045,5.89248725574379,3.80425444294159e-09,1.15120349319891e-07
"SPARC",96523.2810911147,-1.30074091432134,0.220909845266409,-5.88810748906504,3.90643028813589e-09,1.17996964422873e-07
"B4GALNT4",73.8224186297291,-2.47534035047886,0.420600604903942,-5.88525152274611,3.97449088033266e-09,1.19834513215557e-07
"PYGL",976.942800531906,-1.3454330933918,0.228672558401969,-5.88366659643852,4.01275783435583e-09,1.20768717181711e-07
"FARP1",907.13453148813,-1.24391606432737,0.211460710443344,-5.88249259978084,4.04133412884417e-09,1.2140841278736e-07
"PABPC4",740.929933138795,-1.18749758570866,0.202253387949954,-5.87133594025379,4.32297262886178e-09,1.29634457693336e-07
"SOX6",301.794354963285,-1.50841514924513,0.257206218165269,-5.86461384956058,4.50179124382811e-09,1.3475307616679e-07
"ZC3HAV1",679.579479904989,1.19720633627634,0.204195417917758,5.86304212153542,4.54462876003693e-09,1.35790231941788e-07
"SHMT2",891.077090035836,-1.17791222833725,0.200929515601666,-5.86231557275242,4.56456469610329e-09,1.36113935253937e-07
"RGCC",82.9167676404126,-2.80685229208893,0.478817544730653,-5.86204979950736,4.57187854648997e-09,1.36113935253937e-07
"NPC2",927.646076796347,1.25313776570758,0.213853336742122,5.85979992081534,4.63425187213024e-09,1.37723653755441e-07
"DSG3",33.8985889518691,-4.26154062010286,0.728910223132339,-5.84645472770265,5.02160152798055e-09,1.48968189872096e-07
"FZD1",909.940786425049,1.15372961805725,0.197421491542081,5.84399200434231,5.0964475198871e-09,1.50918552182657e-07
"GPM6B",54.3544599838689,2.93967637935716,0.504134359036419,5.83113673302478,5.50510498040078e-09,1.6272933313723e-07
"EFNA1",90.8091824576229,-2.29769215959177,0.394189187367825,-5.82890711674381,5.57915442160301e-09,1.64624764721428e-07
"COLGALT2",496.41299586865,-1.22824791133239,0.211087146591945,-5.81867693586632,5.93152503350112e-09,1.74711331492982e-07
"ACLY",3423.8634333631,-1.17336570090295,0.20237856282742,-5.7978754494049,6.71602999140361e-09,1.97467952743699e-07
"RPL7A",5928.97543190951,-1.11670744487789,0.192617340961607,-5.79754366508714,6.72932629953152e-09,1.97508704469259e-07
"TUBB2A",402.655723945604,-1.52373544237008,0.262999431103135,-5.7936834158875,6.88592058697459e-09,2.01747740448409e-07
"MYL9",689.094961530701,1.17118898090203,0.202403150864666,5.78641674251962,7.19036992234643e-09,2.10296127728873e-07
"HDLBP",7727.79350758179,-1.02720759132659,0.177603172848608,-5.78372320072347,7.30651313148144e-09,2.1331673813267e-07
"ADAM12",890.793604632905,-1.36610762876348,0.236281685706044,-5.7816907166603,7.39535774286785e-09,2.15531137873423e-07
"RPS4X",4154.57425612588,-1.04570144588488,0.180916515539897,-5.78002203261688,7.46908432034503e-09,2.17297939095231e-07
"RPL6",1428.80551407508,-1.15940780254706,0.20068106263339,-5.77736527469511,7.58794361464873e-09,2.20369297656252e-07
"ITGA10",1929.34501342342,1.20575539871133,0.208862236532758,5.77296987108639,7.78863726954261e-09,2.25802398323121e-07
"AL356124.2",113.715624460877,2.13755716444184,0.370399469447281,5.77095093476119,7.88254261645985e-09,2.28126010835521e-07
"PTK7",3227.33192366905,-1.0599521995576,0.183789821145595,-5.76719751371825,8.060057140996e-09,2.3285701667097e-07
"KREMEN1",282.622190353184,-1.41533479597282,0.245496147552788,-5.76520165420718,8.15602619698293e-09,2.35219795520988e-07
"RPL9P9",244.512150439519,-1.47420724450804,0.255767268813149,-5.76386201154233,8.22106383694299e-09,2.36683856958378e-07
"LDLRAD2",917.069702030681,-1.42524893035936,0.247289358245503,-5.76348671237365,8.23937428465415e-09,2.36799902534523e-07
"HSPH1",432.598064388523,1.26769014166034,0.220296612894951,5.75446950818458,8.69142905617038e-09,2.49359806294937e-07
"GPD1L",138.779090883796,2.02246103536842,0.351490405169528,5.75395801883401,8.71778142850089e-09,2.49683885023886e-07
"PSME2",239.184672181115,1.59984918641893,0.278130236149324,5.7521584440751,8.8111159178329e-09,2.51921957354178e-07
"AP000785.1",52.2806232671221,-2.9813278501184,0.51877432119273,-5.74686858683356,9.09113290989685e-09,2.59480648958381e-07
"PPFIA4",718.088350251381,-1.16838241832707,0.20344881006576,-5.74288155310135,9.30788373578264e-09,2.65210714760281e-07
"RCC1",287.56577313432,-1.38524286283357,0.241366574414129,-5.73916610531502,9.51438670038556e-09,2.70562245451818e-07
"CFLAR",669.575495566384,1.31314319212715,0.228813722411787,5.73891800843982,9.52833331386731e-09,2.70562245451818e-07
"NT5DC2",515.936760545197,-1.20057295487154,0.209254898102246,-5.73737086089578,9.61575469020577e-09,2.72577880389201e-07
"SMARCD2",876.897381223706,1.16457029830668,0.20351684272614,5.72223056680263,1.05134494011755e-08,2.9751626522132e-07
"RPS14",4170.24176871767,-1.06525630592932,0.186254724500858,-5.71935186494779,1.06931152659958e-08,3.02085060402059e-07
"EEF1A1P5",181.840478740564,-1.60134730474995,0.280006419652901,-5.71896639632403,1.07173985598823e-08,3.0211247733306e-07
"ANPEP",1600.98517171922,1.40213576728469,0.245181849349934,5.71875842768239,1.0730522170245e-08,3.0211247733306e-07
"RPL23",4033.14525500048,-1.06477744327233,0.186492171118978,-5.70950210340479,1.13307157004352e-08,3.18469929593757e-07
"RIPOR3",86.3656484831159,2.71997437038674,0.477030052010218,5.70189311747697,1.18484115474185e-08,3.32457205906667e-07
"KCNS1",113.674017519657,-2.05006114290665,0.359834083184014,-5.69724003008985,1.21762445292171e-08,3.41078822682444e-07
"ANKRD35",71.1503364881513,2.42454540372074,0.426121425020141,5.68979934206815,1.27188741924455e-08,3.55678061944897e-07
"PRICKLE1",191.041640684242,-1.62487283387542,0.285944720130452,-5.68247188874176,1.32761740747183e-08,3.70637701483256e-07
"ATG9B",55.9714990349417,-2.81725051716101,0.495942971245894,-5.68059369827058,1.34227993871893e-08,3.74101314685312e-07
"RRBP1",3270.02420478073,-1.02269527210871,0.180154157903671,-5.67677862120479,1.37254914665732e-08,3.81895679513731e-07
"EPHA4",224.668742682522,1.49273937628232,0.26330124523916,5.66932136962149,1.433642339278e-08,3.98225978429598e-07
"CLMAT3",3816.16771689179,-1.23389667549387,0.217824549310271,-5.6646355032109,1.47337392135111e-08,4.08577922036213e-07
"SLC1A3",159.528882029668,1.75356756777975,0.309853795195631,5.65933867833573,1.51957413170567e-08,4.20686107280052e-07
"CHST11",416.484855071696,-1.24187877871291,0.219530583262248,-5.65697389520159,1.5406518537398e-08,4.25810494842786e-07
"MTHFD2",953.850330630458,-1.16151605530771,0.205620125481528,-5.64884421010655,1.61530154928639e-08,4.45699593873813e-07
"CEBPA",86.1657600259515,2.19009072853638,0.387966846212039,5.64504609071519,1.65137002512803e-08,4.54894835991663e-07
"MMP15",53.1874768693192,2.89232981491285,0.513585736808689,5.63163968081584,1.78504317776017e-08,4.90901675237097e-07
"IFITM2",202.3919404786,1.55930720418468,0.27724360344356,5.62432166086789,1.86238341959405e-08,5.11322917998811e-07
"FAAH",79.3302246803117,-2.25602246181233,0.401209533377912,-5.62305297887154,1.87611832555466e-08,5.14242482523518e-07
"CHN1",281.975058713216,1.4087781529203,0.250549175765704,5.62276107520582,1.87929240083485e-08,5.14262473317564e-07
"ALS2CL",173.987277829058,-1.5745120662621,0.28054757872814,-5.61228178621302,1.99675929272183e-08,5.45506743841946e-07
"SLC38A5",1270.75569347132,-1.15278876767305,0.205425763242337,-5.61170492677262,2.00342848297448e-08,5.46428528506017e-07
"MRGPRF",96.4175561556195,2.04103435061917,0.364346922911033,5.60189814233056,2.1201713810239e-08,5.7732023007421e-07
"EHD3",496.848759061864,-1.24608827591309,0.222466901517728,-5.6012299690963,2.12836144914093e-08,5.78600293624656e-07
"TWIST1",429.177175866135,1.25314348707429,0.22379187676148,5.59959327035765,2.14855309351847e-08,5.8313348526705e-07
"AC090197.1",337.867336671237,-1.33003247865223,0.237955435367923,-5.58941835724722,2.27831452568351e-08,6.17341336264863e-07
